,order_no,user_id,vehicle_type,platform_type,personal_or_business,placement_day_of_month,placement_weekday,placement_time,confirmation_day_of_month,confirmation_weekday,confirmation_time,arrival_at_pickup_day_of_month,arrival_at_pickup_weekday,arrival_at_pickup_time,pickup_day_of_month,pickup_weekday,pickup_time,distance_km,temperature,pickup_lat,pickup_long,destination_lat,destination_long,rider_id
5603,Order_No_26029,User_Id_972,Bike,3,Business,8,1,10:55:26 AM,8,1,10:57:52 AM,8,1,11:15:45 AM,8,1,11:19:01 AM,4,24.7,-1.2862033000000002,36.8152966,-1.2659983,36.8271609,Rider_Id_268
5604,Order_No_27076,User_Id_718,Bike,3,Business,3,4,12:48:34 PM,3,4,12:49:06 PM,3,4,1:40:29 PM,3,4,1:44:14 PM,21,25.2,-1.2559559999999999,36.789867,-1.3123394,36.907962,Rider_Id_618
5605,Order_No_19952,User_Id_2356,Bike,1,Personal,13,4,1:56:02 PM,13,4,1:57:54 PM,13,4,2:22:02 PM,13,4,2:34:45 PM,5,26.3,-1.2615584,36.814950599999996,-1.2736094999999998,36.8011282,Rider_Id_532
5606,Order_No_14336,User_Id_868,Bike,3,Business,28,3,1:43:03 PM,28,3,1:43:09 PM,28,3,1:43:54 PM,28,3,1:52:02 PM,5,23.246119694548046,-1.2600926000000001,36.8088685,-1.265715,36.823815,Rider_Id_839
5607,Order_No_7503,User_Id_2978,Bike,3,Business,25,5,10:56:40 AM,25,5,11:01:29 AM,25,5,11:16:41 AM,25,5,11:20:57 AM,21,26.6,-1.3562374,36.904295399999995,-1.2551895,36.7822034,Rider_Id_505
5608,Order_No_8955,User_Id_3404,Bike,3,Business,5,1,11:14:11 AM,5,1,11:14:46 AM,5,1,11:21:19 AM,5,1,11:28:15 AM,11,24.6,-1.2283403,36.8822756,-1.279395,36.825364,Rider_Id_685
5609,Order_No_20258,User_Id_354,Bike,3,Business,9,3,10:25:54 AM,9,3,10:27:07 AM,9,3,10:51:41 AM,9,3,11:24:31 AM,5,21.2,-1.325808,36.861664000000005,-1.3189407,36.8381862,Rider_Id_84
5610,Order_No_5661,User_Id_640,Bike,3,Business,27,5,3:45:03 PM,27,5,3:45:18 PM,27,5,3:52:17 PM,27,5,3:56:54 PM,12,23.9,-1.304033,36.7848695,-1.245227,36.786252000000005,Rider_Id_754
5611,Order_No_5648,User_Id_265,Bike,3,Business,23,2,10:52:44 AM,23,2,10:53:15 AM,23,2,11:16:12 AM,23,2,12:02:14 PM,3,23.246119694548046,-1.3204504,36.840638299999995,-1.300921,36.828195,Rider_Id_910
5612,Order_No_7702,User_Id_111,Bike,3,Business,7,5,10:39:50 AM,7,5,10:40:58 AM,7,5,10:47:59 AM,7,5,10:49:59 AM,23,23.246119694548046,-1.2551895,36.7822034,-1.3448483,36.9004081,Rider_Id_675
5613,Order_No_16965,User_Id_1852,Bike,1,Personal,7,6,3:50:23 PM,7,6,3:50:51 PM,7,6,3:59:21 PM,7,6,4:25:38 PM,14,21.3,-1.291696,36.862768100000004,-1.3404187,36.7614685,Rider_Id_629
5614,Order_No_26500,User_Id_136,Bike,3,Business,17,4,12:52:40 PM,17,4,12:54:05 PM,17,4,1:04:32 PM,17,4,1:08:39 PM,7,22.7,-1.2649605,36.798177700000004,-1.2962832,36.784968299999996,Rider_Id_663
5615,Order_No_6040,User_Id_903,Bike,3,Business,20,1,9:54:18 AM,20,1,9:58:10 AM,20,1,10:10:47 AM,20,1,10:12:37 AM,6,18.9,-1.2691495000000002,36.7928193,-1.287693,36.821369700000005,Rider_Id_148
5616,Order_No_25800,User_Id_419,Bike,3,Business,6,2,2:26:49 PM,6,2,2:28:00 PM,6,2,2:29:05 PM,6,2,2:44:28 PM,7,27.3,-1.2571472,36.795063299999995,-1.305399,36.822184899999996,Rider_Id_865
5617,Order_No_11121,User_Id_909,Bike,3,Business,20,3,4:33:13 PM,20,3,4:36:36 PM,20,3,5:31:13 PM,20,3,5:33:37 PM,8,28.1,-1.225322,36.80855,-1.2571472,36.795063299999995,Rider_Id_613
5618,Order_No_23689,User_Id_2987,Bike,3,Business,30,2,11:51:43 AM,30,2,1:23:57 PM,30,2,2:08:38 PM,30,2,2:12:48 PM,8,27.2,-1.2702120000000001,36.82108770000001,-1.3271374,36.8495534,Rider_Id_660
5619,Order_No_17335,User_Id_2623,Bike,1,Personal,9,3,4:39:14 PM,9,3,4:39:35 PM,9,3,4:52:42 PM,9,3,4:54:38 PM,16,21.9,-1.3136132,36.689302500000004,-1.2992921999999998,36.8044912,Rider_Id_217
5620,Order_No_4410,User_Id_1433,Bike,1,Personal,5,7,1:37:59 PM,5,7,1:41:05 PM,5,7,1:51:51 PM,5,7,1:55:54 PM,12,21.2,-1.2891309,36.7666195,-1.2995252,36.6871615,Rider_Id_449
5621,Order_No_16054,User_Id_2200,Bike,3,Business,29,4,9:05:48 AM,29,4,10:05:40 AM,29,4,10:38:26 AM,29,4,10:41:13 AM,2,21.6,-1.290894,36.822971,-1.2848173999999999,36.826163,Rider_Id_511
5622,Order_No_22406,User_Id_1209,Bike,3,Business,11,5,2:46:30 PM,11,5,2:47:15 PM,11,5,2:47:33 PM,11,5,2:57:25 PM,4,22.6,-1.3177546999999998,36.8303703,-1.3004062,36.829741,Rider_Id_374
5623,Order_No_6340,User_Id_3283,Bike,3,Business,25,1,11:51:01 AM,25,1,11:51:26 AM,25,1,11:54:40 AM,25,1,11:59:45 AM,7,27.1,-1.303596,36.778378000000004,-1.2628473,36.781805,Rider_Id_868
5624,Order_No_10370,User_Id_3635,Bike,1,Business,8,6,5:40:19 PM,8,6,5:40:40 PM,8,6,5:44:44 PM,8,6,6:02:48 PM,4,23.0,-1.2615888000000002,36.7928732,-1.2560822,36.820991799999994,Rider_Id_427
5625,Order_No_14622,User_Id_635,Bike,3,Business,8,5,8:59:26 AM,8,5,9:01:14 AM,8,5,9:15:30 AM,8,5,9:23:16 AM,6,23.0,-1.2941023999999999,36.79578,-1.2602337,36.79905479999999,Rider_Id_99
5626,Order_No_17195,User_Id_2464,Bike,3,Business,17,5,3:15:39 PM,17,5,3:22:25 PM,17,5,3:37:08 PM,17,5,4:21:17 PM,5,23.246119694548046,-1.2634438000000001,36.848769700000005,-1.279395,36.825364,Rider_Id_6
5627,Order_No_22397,User_Id_1363,Bike,3,Business,30,3,10:12:11 AM,30,3,10:12:43 AM,30,3,10:18:17 AM,30,3,10:31:51 AM,8,19.7,-1.299911,36.818856,-1.2991441000000001,36.7528804,Rider_Id_247
5628,Order_No_15077,User_Id_3651,Bike,3,Business,5,2,2:29:28 PM,5,2,3:03:57 PM,5,2,3:17:56 PM,5,2,3:24:40 PM,14,22.9,-1.2579303999999998,36.8019667,-1.3323107,36.8692616,Rider_Id_102
5629,Order_No_997,User_Id_1500,Bike,3,Business,1,4,11:45:28 AM,1,4,11:45:45 AM,1,4,11:48:38 AM,1,4,12:13:10 PM,8,23.246119694548046,-1.3004062,36.829741,-1.2574219,36.7927073,Rider_Id_223
5630,Order_No_204,User_Id_391,Bike,3,Business,4,6,11:10:45 AM,4,6,11:16:04 AM,4,6,11:37:56 AM,4,6,12:09:44 PM,15,23.246119694548046,-1.3533402,36.9078924,-1.2867454,36.8259017,Rider_Id_269
5631,Order_No_11360,User_Id_393,Bike,3,Business,12,1,10:40:42 AM,12,1,10:41:16 AM,12,1,10:45:17 AM,12,1,11:03:13 AM,14,23.9,-1.3177546999999998,36.8303703,-1.306378,36.7519845,Rider_Id_39
5632,Order_No_22787,User_Id_2231,Bike,3,Personal,5,3,4:10:05 PM,5,3,4:11:39 PM,5,3,4:21:20 PM,5,3,4:23:43 PM,4,23.7,-1.2609186000000001,36.7938342,-1.2661263999999999,36.8030359,Rider_Id_446
5633,Order_No_13537,User_Id_2523,Bike,3,Business,10,4,10:49:20 AM,10,4,10:50:37 AM,10,4,10:58:39 AM,10,4,11:01:09 AM,9,24.9,-1.2551895,36.7822034,-1.293399,36.7821943,Rider_Id_436
5634,Order_No_25741,User_Id_3487,Bike,3,Business,29,1,1:18:08 PM,29,1,1:19:52 PM,29,1,1:23:03 PM,29,1,1:40:05 PM,15,23.246119694548046,-1.279395,36.825364,-1.3251247,36.899592600000005,Rider_Id_531
5635,Order_No_3804,User_Id_2801,Bike,3,Business,23,4,2:49:25 PM,23,4,2:50:22 PM,23,4,3:01:55 PM,23,4,3:09:31 PM,9,20.9,-1.2907672,36.8252167,-1.2595421999999998,36.7871178,Rider_Id_89
5636,Order_No_1692,User_Id_2279,Bike,3,Business,1,1,11:53:16 AM,1,1,12:01:48 PM,1,1,12:11:53 PM,1,1,12:18:49 PM,8,23.9,-1.3120711999999999,36.8567865,-1.2897368,36.8226783,Rider_Id_622
5637,Order_No_21459,User_Id_3211,Bike,1,Personal,31,4,10:02:19 AM,31,4,10:02:24 AM,31,4,10:11:34 AM,31,4,10:15:24 AM,6,17.7,-1.2983462,36.8139996,-1.2761879999999999,36.819185299999994,Rider_Id_844
5638,Order_No_9401,User_Id_2333,Bike,2,Personal,13,1,3:17:38 PM,13,1,3:17:45 PM,13,1,3:22:40 PM,13,1,3:32:06 PM,8,19.6,-1.2903421,36.7885282,-1.3193416,36.793060499999996,Rider_Id_249
5639,Order_No_13612,User_Id_1962,Bike,1,Personal,31,4,2:22:25 PM,31,4,2:27:14 PM,31,4,2:38:29 PM,31,4,2:45:40 PM,18,22.7,-1.2083221000000002,36.8392443,-1.2995,36.776881599999996,Rider_Id_812
5640,Order_No_7319,User_Id_246,Bike,3,Business,6,3,2:44:27 PM,6,3,2:45:17 PM,6,3,2:53:20 PM,6,3,3:02:54 PM,3,27.7,-1.2584143,36.8048002,-1.2551895,36.7822034,Rider_Id_205
5641,Order_No_776,User_Id_3186,Bike,3,Business,24,3,4:44:46 PM,24,3,4:45:56 PM,24,3,4:49:57 PM,24,3,4:52:07 PM,7,18.4,-1.2980228999999999,36.78865,-1.2680502,36.7872265,Rider_Id_352
5642,Order_No_10012,User_Id_2174,Bike,3,Business,5,5,1:01:11 PM,5,5,1:01:29 PM,5,5,1:01:33 PM,5,5,2:01:43 PM,14,27.5,-1.2482781,36.884091999999995,-1.2016076999999998,36.930397,Rider_Id_86
5643,Order_No_16243,User_Id_2706,Bike,3,Personal,29,2,10:08:29 AM,29,2,10:08:39 AM,29,2,10:14:43 AM,29,2,10:24:35 AM,27,16.4,-1.2603014,36.8069828,-1.1557879999999998,36.93323,Rider_Id_441
5644,Order_No_8950,User_Id_136,Bike,3,Business,1,4,5:06:27 PM,1,4,5:06:33 PM,1,4,5:13:58 PM,1,4,5:17:29 PM,13,23.246119694548046,-1.3326173000000001,36.71462329999999,-1.2657464,36.780114399999995,Rider_Id_45
5645,Order_No_16574,User_Id_3647,Bike,3,Business,3,3,3:22:41 PM,3,3,3:23:17 PM,3,3,3:27:51 PM,3,3,3:32:25 PM,4,28.1,-1.2726389999999999,36.794723,-1.2886303,36.8026947,Rider_Id_903
5646,Order_No_16436,User_Id_2195,Bike,1,Business,26,2,12:48:48 PM,26,2,1:00:42 PM,26,2,1:30:16 PM,26,2,1:37:24 PM,11,23.246119694548046,-1.265715,36.823815,-1.331619,36.847976,Rider_Id_752
5647,Order_No_23162,User_Id_2431,Bike,3,Business,12,1,5:28:00 PM,12,1,5:29:55 PM,12,1,5:56:11 PM,12,1,5:59:42 PM,11,24.0,-1.2679971,36.808893700000006,-1.2203754999999998,36.816571100000004,Rider_Id_148
5648,Order_No_9760,User_Id_1075,Bike,3,Business,29,5,12:49:22 PM,29,5,12:50:39 PM,29,5,12:50:45 PM,29,5,12:59:33 PM,1,26.9,-1.2649605,36.798177700000004,-1.2527958000000001,36.8003131,Rider_Id_828
5649,Order_No_16271,User_Id_3032,Bike,3,Business,9,4,4:04:16 PM,9,4,4:19:19 PM,9,4,4:31:54 PM,9,4,4:38:52 PM,16,23.246119694548046,-1.2551895,36.7822034,-1.2863346000000002,36.897283,Rider_Id_96
5650,Order_No_21104,User_Id_3222,Bike,3,Business,27,2,2:59:10 PM,27,2,3:12:28 PM,27,2,3:24:29 PM,27,2,3:29:14 PM,8,25.7,-1.2551895,36.7822034,-1.287428,36.7800821,Rider_Id_247
5651,Order_No_14449,User_Id_2825,Bike,2,Personal,17,5,1:32:04 PM,17,5,1:45:50 PM,17,5,2:27:25 PM,17,5,2:31:06 PM,13,20.2,-1.2156006000000001,36.8916865,-1.2248308,36.801257299999996,Rider_Id_848
5652,Order_No_14679,User_Id_868,Bike,3,Business,21,4,10:35:07 AM,21,4,10:59:51 AM,21,4,11:08:40 AM,21,4,11:22:53 AM,10,25.2,-1.228911,36.881876,-1.265715,36.823815,Rider_Id_8
5653,Order_No_21638,User_Id_1148,Bike,3,Business,5,2,3:29:00 PM,5,2,3:30:06 PM,5,2,3:56:27 PM,5,2,4:02:07 PM,3,23.246119694548046,-1.3100586,36.850032899999995,-1.3120711999999999,36.8567865,Rider_Id_26
5654,Order_No_7762,User_Id_3149,Bike,3,Business,20,3,2:50:43 PM,20,3,2:52:40 PM,20,3,2:55:26 PM,20,3,3:51:04 PM,5,28.2,-1.3004062,36.829741,-1.3167113000000001,36.8301563,Rider_Id_619
5655,Order_No_5381,User_Id_2763,Bike,3,Business,11,5,10:04:10 AM,11,5,10:04:33 AM,11,5,10:07:40 AM,11,5,10:15:41 AM,8,21.1,-1.2551895,36.7822034,-1.2934638,36.7668028,Rider_Id_875
5656,Order_No_9298,User_Id_2763,Bike,3,Business,16,4,12:02:32 PM,16,4,12:51:17 PM,16,4,12:56:55 PM,16,4,1:01:15 PM,8,14.8,-1.2551895,36.7822034,-1.293886,36.7596951,Rider_Id_415
5657,Order_No_17800,User_Id_1850,Bike,3,Business,24,5,8:17:54 AM,24,5,8:18:03 AM,24,5,8:21:26 AM,24,5,8:25:44 AM,9,15.8,-1.2551895,36.7822034,-1.2519209999999998,36.828379,Rider_Id_726
5658,Order_No_5580,User_Id_2744,Bike,1,Personal,15,3,8:48:58 AM,15,3,8:49:28 AM,15,3,8:49:39 AM,15,3,8:57:34 AM,9,16.4,-1.2913246,36.8019522,-1.2529072,36.8525066,Rider_Id_633
5659,Order_No_22046,User_Id_540,Bike,3,Business,22,5,2:18:27 PM,22,5,2:18:43 PM,22,5,2:19:44 PM,22,5,2:25:02 PM,4,27.5,-1.2551895,36.7822034,-1.2753108999999998,36.8130185,Rider_Id_26
5660,Order_No_15144,User_Id_1271,Bike,3,Business,26,1,12:43:46 PM,26,1,12:43:55 PM,26,1,12:57:28 PM,26,1,1:14:41 PM,17,23.0,-1.3244885,36.897791999999995,-1.2847487,36.795312100000004,Rider_Id_130
5661,Order_No_19799,User_Id_2801,Bike,3,Business,30,2,12:50:57 PM,30,2,12:51:06 PM,30,2,12:53:27 PM,30,2,1:05:35 PM,14,22.5,-1.2595421999999998,36.7871178,-1.3257473,36.859206799999995,Rider_Id_793
5662,Order_No_28141,User_Id_1500,Bike,3,Business,5,5,12:40:18 PM,5,5,12:41:20 PM,5,5,12:51:28 PM,5,5,12:59:53 PM,10,24.6,-1.2991441000000001,36.7528804,-1.2638185,36.7930057,Rider_Id_507
5663,Order_No_8230,User_Id_2190,Bike,3,Business,16,4,11:58:08 AM,16,4,11:59:39 AM,16,4,12:17:50 PM,16,4,12:35:07 PM,9,23.246119694548046,-1.3019530000000001,36.788458,-1.2527469,36.7904333,Rider_Id_660
5664,Order_No_23462,User_Id_3135,Bike,3,Personal,30,1,12:50:50 PM,30,1,12:51:31 PM,30,1,1:00:11 PM,30,1,1:28:39 PM,19,22.5,-1.277585,36.77145,-1.3194518,36.869396,Rider_Id_334
5665,Order_No_5188,User_Id_1329,Bike,3,Business,22,5,10:39:50 AM,22,5,10:40:07 AM,22,5,11:06:17 AM,22,5,11:08:12 AM,6,23.246119694548046,-1.273056,36.811298,-1.2874290000000002,36.786357,Rider_Id_332
5666,Order_No_27427,User_Id_2066,Bike,3,Business,18,4,12:20:09 PM,18,4,12:20:36 PM,18,4,12:34:04 PM,18,4,12:40:27 PM,11,23.246119694548046,-1.3210188999999999,36.841055100000005,-1.2812776000000001,36.7810331,Rider_Id_143
5667,Order_No_25830,User_Id_3486,Bike,3,Business,22,5,3:32:45 PM,22,5,3:33:29 PM,22,5,3:43:33 PM,22,5,3:45:59 PM,8,23.246119694548046,-1.2551895,36.7822034,-1.2941848999999999,36.7895754,Rider_Id_937
5668,Order_No_18383,User_Id_393,Bike,3,Business,8,2,3:01:29 PM,8,2,3:01:36 PM,8,2,3:05:33 PM,8,2,3:23:44 PM,4,25.2,-1.3167113000000001,36.8301563,-1.3004062,36.829741,Rider_Id_523
5669,Order_No_20250,User_Id_1329,Bike,3,Business,7,2,11:06:02 AM,7,2,11:06:39 AM,7,2,11:09:16 AM,7,2,11:13:05 AM,4,23.246119694548046,-1.273056,36.811298,-1.256958,36.8144929,Rider_Id_650
5670,Order_No_6310,User_Id_246,Bike,3,Business,17,6,5:04:31 PM,17,6,5:09:14 PM,17,6,5:14:08 PM,17,6,5:26:23 PM,3,20.0,-1.2584143,36.8048002,-1.2712193,36.8256876,Rider_Id_101
5671,Order_No_4762,User_Id_3517,Bike,3,Business,9,2,2:39:16 PM,9,2,2:39:52 PM,9,2,2:51:23 PM,9,2,3:22:13 PM,15,30.8,-1.300921,36.828195,-1.3882008,36.7699445,Rider_Id_819
5672,Order_No_19757,User_Id_1402,Bike,3,Business,2,2,9:14:46 AM,2,2,9:21:19 AM,2,2,9:45:17 AM,2,2,9:50:18 AM,2,15.1,-1.279395,36.825364,-1.2891921999999998,36.825189,Rider_Id_857
5673,Order_No_7455,User_Id_1909,Bike,3,Business,18,4,1:19:43 PM,18,4,1:41:22 PM,18,4,1:55:57 PM,18,4,2:03:39 PM,5,26.7,-1.2653185,36.8358841,-1.2655306,36.828148,Rider_Id_72
5674,Order_No_14733,User_Id_3300,Bike,3,Business,13,4,1:37:31 PM,13,4,1:38:04 PM,13,4,1:45:12 PM,13,4,1:54:41 PM,9,23.1,-1.259478,36.801781299999995,-1.303596,36.778378000000004,Rider_Id_829
5675,Order_No_20866,User_Id_3525,Bike,3,Business,7,3,11:00:03 AM,7,3,11:21:00 AM,7,3,11:21:05 AM,7,3,11:39:13 AM,13,25.3,-1.3700383,36.9190174,-1.3239488000000001,36.831683500000004,Rider_Id_387
5676,Order_No_21490,User_Id_1469,Bike,3,Business,11,1,1:06:08 PM,11,1,1:12:01 PM,11,1,1:26:19 PM,11,1,1:40:22 PM,12,23.1,-1.2551895,36.7822034,-1.3104733999999998,36.7363698,Rider_Id_474
5677,Order_No_28057,User_Id_2521,Bike,3,Business,27,2,1:52:09 PM,27,2,1:52:33 PM,27,2,1:52:37 PM,27,2,2:01:36 PM,10,25.5,-1.3177546999999998,36.8303703,-1.2574219,36.7927073,Rider_Id_515
5678,Order_No_27900,User_Id_3560,Bike,3,Business,22,5,2:47:35 PM,22,5,2:53:40 PM,22,5,3:07:49 PM,22,5,3:10:07 PM,4,30.9,-1.279395,36.825364,-1.2591018999999999,36.800577000000004,Rider_Id_910
5679,Order_No_7354,User_Id_3599,Bike,3,Business,28,3,3:01:48 PM,28,3,3:30:25 PM,28,3,3:35:40 PM,28,3,3:49:37 PM,6,23.246119694548046,-1.3302996,36.8707935,-1.3211950000000001,36.8371762,Rider_Id_675
5680,Order_No_6864,User_Id_1329,Bike,3,Business,20,3,11:34:49 AM,20,3,11:36:14 AM,20,3,11:49:35 AM,20,3,11:50:45 AM,5,27.2,-1.273056,36.811298,-1.3047132,36.808955299999994,Rider_Id_484
5681,Order_No_5514,User_Id_1271,Bike,3,Business,23,4,11:24:36 AM,23,4,11:24:42 AM,23,4,11:28:49 AM,23,4,11:36:10 AM,19,18.7,-1.3244885,36.897791999999995,-1.254191,36.809913200000004,Rider_Id_886
5682,Order_No_7873,User_Id_533,Bike,3,Business,6,2,4:35:25 PM,6,2,4:36:44 PM,6,2,4:37:13 PM,6,2,4:47:54 PM,8,23.246119694548046,-1.2571472,36.795063299999995,-1.2765492,36.7669809,Rider_Id_937
5683,Order_No_11049,User_Id_3647,Bike,3,Business,29,5,5:06:00 PM,29,5,5:07:32 PM,29,5,5:13:41 PM,29,5,5:18:11 PM,3,28.0,-1.2695287,36.798177700000004,-1.2726389999999999,36.794723,Rider_Id_341
5684,Order_No_23784,User_Id_3625,Bike,1,Personal,12,3,5:11:35 PM,12,3,5:11:46 PM,12,3,5:16:05 PM,12,3,5:22:26 PM,7,24.3,-1.2935303,36.7988142,-1.2725144,36.82721779999999,Rider_Id_384
5685,Order_No_6194,User_Id_265,Bike,3,Business,10,5,9:54:46 AM,10,5,9:55:02 AM,10,5,9:57:38 AM,10,5,10:40:43 AM,21,23.246119694548046,-1.300921,36.828195,-1.3223908000000002,36.6773487,Rider_Id_581
5686,Order_No_511,User_Id_3557,Bike,3,Business,19,1,1:19:31 PM,19,1,1:23:15 PM,19,1,1:29:11 PM,19,1,1:39:59 PM,3,25.1,-1.2753108999999998,36.8130185,-1.2546732,36.808679600000005,Rider_Id_913
5687,Order_No_8202,User_Id_2763,Bike,3,Business,24,3,10:13:30 AM,24,3,10:14:09 AM,24,3,10:19:08 AM,24,3,10:33:52 AM,8,23.246119694548046,-1.2551895,36.7822034,-1.298094,36.803149,Rider_Id_155
5688,Order_No_5121,User_Id_640,Bike,3,Business,23,4,12:48:14 PM,23,4,12:49:34 PM,23,4,12:55:09 PM,23,4,1:09:56 PM,4,18.7,-1.304033,36.7848695,-1.2945684,36.8154093,Rider_Id_100
5689,Order_No_2790,User_Id_1500,Bike,3,Business,21,1,12:11:36 PM,21,1,12:11:41 PM,21,1,12:12:00 PM,21,1,12:14:38 PM,10,25.4,-1.2991441000000001,36.7528804,-1.2574219,36.7927073,Rider_Id_523
5690,Order_No_9503,User_Id_3203,Bike,3,Business,17,3,9:52:39 AM,17,3,10:08:00 AM,17,3,10:14:27 AM,17,3,10:44:48 AM,15,25.5,-1.318062,36.849326,-1.228911,36.881876,Rider_Id_519
5691,Order_No_24498,User_Id_3647,Bike,3,Business,25,4,8:47:16 AM,25,4,8:47:49 AM,25,4,8:58:18 AM,25,4,9:05:05 AM,6,23.246119694548046,-1.2726389999999999,36.794723,-1.2926563999999998,36.78731810000001,Rider_Id_96
5692,Order_No_6737,User_Id_2450,Bike,3,Business,22,2,4:55:03 PM,22,2,5:01:36 PM,22,2,5:06:53 PM,22,2,5:37:47 PM,16,18.4,-1.3561916999999999,36.910099100000004,-1.289498,36.818878000000005,Rider_Id_633
5693,Order_No_8932,User_Id_2423,Bike,3,Business,14,4,9:18:36 AM,14,4,9:18:45 AM,14,4,9:19:21 AM,14,4,9:39:43 AM,8,17.7,-1.2551895,36.7822034,-1.2967701999999999,36.8040381,Rider_Id_724
5694,Order_No_6516,User_Id_3557,Bike,3,Business,22,2,3:06:19 PM,22,2,3:06:30 PM,22,2,3:07:16 PM,22,2,3:19:08 PM,3,25.4,-1.2650042,36.790392700000005,-1.2546732,36.808679600000005,Rider_Id_647
5695,Order_No_22060,User_Id_53,Bike,3,Business,1,1,3:23:16 PM,1,1,3:25:07 PM,1,1,3:44:19 PM,1,1,3:47:12 PM,4,23.246119694548046,-1.2770708,36.8231093,-1.3004062,36.829741,Rider_Id_855
5696,Order_No_19880,User_Id_1724,Bike,3,Business,22,3,12:44:10 PM,22,3,12:45:28 PM,22,3,1:24:50 PM,22,3,1:34:34 PM,9,24.1,-1.2941648000000001,36.7977315,-1.2551895,36.7822034,Rider_Id_436
5697,Order_No_11254,User_Id_3203,Bike,3,Business,16,3,11:25:17 AM,16,3,12:48:43 PM,16,3,1:03:36 PM,16,3,1:10:39 PM,16,24.2,-1.303596,36.778378000000004,-1.228911,36.881876,Rider_Id_919
5698,Order_No_22807,User_Id_1046,Bike,1,Personal,11,4,1:24:23 PM,11,4,1:26:55 PM,11,4,1:42:17 PM,11,4,1:46:26 PM,10,26.7,-1.2862252,36.8234218,-1.2692346,36.879912299999994,Rider_Id_844
5699,Order_No_22976,User_Id_3560,Bike,3,Business,4,4,3:31:30 PM,4,4,3:50:49 PM,4,4,4:27:57 PM,4,4,4:30:28 PM,4,24.9,-1.279395,36.825364,-1.2591018999999999,36.800577000000004,Rider_Id_795
5700,Order_No_10153,User_Id_1329,Bike,3,Business,25,4,1:16:45 PM,25,4,1:26:05 PM,25,4,1:39:37 PM,25,4,1:40:48 PM,5,23.246119694548046,-1.273056,36.811298,-1.3012173,36.8093987,Rider_Id_953
5701,Order_No_540,User_Id_2063,Bike,3,Business,30,4,11:42:27 AM,30,4,11:42:49 AM,30,4,11:46:23 AM,30,4,11:55:37 AM,9,20.3,-1.2551895,36.7822034,-1.304023,36.788389,Rider_Id_409
5702,Order_No_21149,User_Id_3300,Bike,3,Business,22,3,1:29:27 PM,22,3,1:31:42 PM,22,3,1:41:55 PM,22,3,1:46:45 PM,8,24.2,-1.2663631000000002,36.8163329,-1.303596,36.778378000000004,Rider_Id_812
5703,Order_No_4184,User_Id_3283,Bike,3,Business,24,3,12:32:12 PM,24,3,12:35:36 PM,24,3,12:46:17 PM,24,3,1:08:55 PM,5,23.246119694548046,-1.2600926000000001,36.8088685,-1.2628473,36.781805,Rider_Id_675
5704,Order_No_18295,User_Id_1721,Bike,3,Business,23,2,1:57:53 PM,23,2,2:04:19 PM,23,2,2:15:51 PM,23,2,2:19:22 PM,7,23.246119694548046,-1.2551895,36.7822034,-1.2897399,36.8270975,Rider_Id_843
5705,Order_No_27780,User_Id_3560,Bike,3,Business,8,4,12:46:25 PM,8,4,12:46:45 PM,8,4,12:54:18 PM,8,4,1:05:33 PM,2,26.5,-1.281754,36.8324229,-1.279395,36.825364,Rider_Id_879
5706,Order_No_4944,User_Id_2319,Bike,3,Personal,8,5,9:12:29 AM,8,5,9:12:53 AM,8,5,9:20:14 AM,8,5,9:27:50 AM,8,22.8,-1.2682478000000001,36.8072852,-1.2926563999999998,36.78731810000001,Rider_Id_72
5707,Order_No_23754,User_Id_2285,Bike,3,Personal,13,4,2:30:46 PM,13,4,2:30:58 PM,13,4,2:56:08 PM,13,4,3:01:09 PM,6,23.0,-1.2978299999999998,36.839935,-1.2950041,36.814358299999995,Rider_Id_849
5708,Order_No_4101,User_Id_3282,Bike,3,Personal,24,4,12:04:49 PM,24,4,12:05:36 PM,24,4,12:10:17 PM,24,4,12:12:06 PM,8,24.7,-1.2816523000000002,36.819540100000005,-1.290059,36.7703475,Rider_Id_57
5709,Order_No_14097,User_Id_393,Bike,3,Business,27,6,11:15:04 AM,27,6,11:15:08 AM,27,6,11:15:14 AM,27,6,11:16:37 AM,14,23.246119694548046,-1.3177546999999998,36.8303703,-1.306378,36.7519845,Rider_Id_160
5710,Order_No_25589,User_Id_2641,Bike,3,Business,31,4,12:04:34 PM,31,4,12:05:14 PM,31,4,12:27:59 PM,31,4,12:35:35 PM,8,26.6,-1.2857671,36.7875614,-1.2551895,36.7822034,Rider_Id_269
5711,Order_No_746,User_Id_53,Bike,3,Business,1,1,1:26:48 PM,1,1,1:28:00 PM,1,1,1:34:14 PM,1,1,1:48:58 PM,5,23.246119694548046,-1.3004062,36.829741,-1.2770708,36.8231093,Rider_Id_910
5712,Order_No_28192,User_Id_187,Bike,3,Business,25,4,1:41:16 PM,25,4,1:50:18 PM,25,4,2:18:02 PM,25,4,2:33:06 PM,16,21.0,-1.2551895,36.7822034,-1.3169591,36.7000029,Rider_Id_287
5713,Order_No_10608,User_Id_992,Bike,2,Personal,8,5,12:39:09 PM,8,5,12:52:22 PM,8,5,1:27:01 PM,8,5,1:35:33 PM,6,21.4,-1.2551895,36.7822034,-1.281767,36.8220791,Rider_Id_844
